vg_img_id	vg_object_id	synset	url	plurals	low_similarity	optouts
2410323	220444	woman.n.01	http://object-naming-amore.upf.edu//2410323_220444_supercat_unique.png	[]	['phone/0.17']	{'#bbox': 1}
2334356	3261702	man.n.01	http://object-naming-amore.upf.edu//2334356_3261702_supercat_unique.png	[]	['_notfound_laptop']	{'#occlusion': 1}
2372223	593147	foodstuff.n.02	http://object-naming-amore.upf.edu//2372223_593147_singleton_obj.png	[]	['_notfound_rice']	{'#occlusion': 1}
2325480	986260	train.n.01	http://object-naming-amore.upf.edu//2325480_986260_singleton_obj.png	[]	['_notfound_biker']	{'#occlusion': 2, '#bbox': 1}
2386611	1284354	vessel.n.03	http://object-naming-amore.upf.edu//2386611_1284354_supercat_ambiguous.png	[]	['_notfound_blender', 'appliance/0.13', '_notfound_blender pitcher', '_notfound_food processor', '_notfound_blender jar']	{'#bbox': 2}
2412436	3093987	baked_goods.n.01	http://object-naming-amore.upf.edu//2412436_3093987_supercat_unique.png	[]	['_notfound_pizza']	{'#bbox': 4}
2388050	1270884	furnishing.n.02	http://object-naming-amore.upf.edu//2388050_1270884_singleton_obj.png	[]	['rug/0.18']	{'#occlusion': 1}
2398823	1175302	ungulate.n.01	http://object-naming-amore.upf.edu//2398823_1175302_singleton_obj.png	[]	['_notfound_giraffe']	{'#occlusion': 1}
2416117	3327195	dog.n.01	http://object-naming-amore.upf.edu//2416117_3327195_singleton_obj.png	[]	[]	{'#bbox': 1}
2411440	311882	shelter.n.01	http://object-naming-amore.upf.edu//2411440_311882_supercat_unique.png	[]	['_notfound_awning', 'umbrella/0.19']	{'#occlusion': 2}
2369364	3684976	man.n.01	http://object-naming-amore.upf.edu//2369364_3684976_supercat_unique.png	[]	['_notfound_bike', '_notfound_motorcycle']	{'#bbox': 4}
2317069	1050519	furnishing.n.02	http://object-naming-amore.upf.edu//2317069_1050519_singleton_obj.png	[]	['couch/0.10', 'chair/0.02']	{'#occlusion': 1}
2321774	2970221	foodstuff.n.02	http://object-naming-amore.upf.edu//2321774_2970221_singleton_obj.png	[]	['_notfound_pie', '_notfound_pizza', '_notfound_cheese', '_notfound_macaroni', '_notfound_macaroni and cheese']	{'#bbox': 2}
2367150	1933795	shelter.n.01	http://object-naming-amore.upf.edu//2367150_1933795_supercat_unique.png	[]	['boy/0.09', 'dugout/0.12', 'bat/0.11']	{'#bbox': 2}
2374013	729356	furnishing.n.02	http://object-naming-amore.upf.edu//2374013_729356_supercat_unique.png	[]	['dog/-0.00', 'cabinet/0.15']	{'#occlusion': 3, '#bbox': 1}
2349297	3600003	child.n.01	http://object-naming-amore.upf.edu//2349297_3600003_supercat_ambiguous.png	['students', 'boys']	[]	{'#occlusion': 1, '#bbox': 4}
2380872	1341503	woman.n.01	http://object-naming-amore.upf.edu//2380872_1341503_singleton_obj.png	['shorts']	['shorts/0.02']	{}
2390095	1253946	bridge.n.01	http://object-naming-amore.upf.edu//2390095_1253946_supercat_unique.png	[]	[]	{'#occlusion': 1}
2344655	914141	furnishing.n.02	http://object-naming-amore.upf.edu//2344655_914141_singleton_obj.png	[]	[]	{'#occlusion': 1}
2345896	1951837	furnishing.n.02	http://object-naming-amore.upf.edu//2345896_1951837_singleton_obj.png	[]	['_notfound_pew', 'chair/0.02', 'bench/0.06']	{'#occlusion': 1}
2417646	3315700	furnishing.n.02	http://object-naming-amore.upf.edu//2417646_3315700_singleton_obj.png	['cabinets', 'counters']	['sink/0.02', 'counter/0.06', 'cabinet/0.15', 'counters/0.15']	{'#bbox': 1, '#occlusion': 1}
2318462	1010532	furnishing.n.02	http://object-naming-amore.upf.edu//2318462_1010532_singleton_obj.png	[]	['hand/0.09', 'plate/0.06']	{'#bbox': 5, '#occlusion': 1}
2326863	1046349	overgarment.n.01	http://object-naming-amore.upf.edu//2326863_1046349_singleton_obj.png	[]	['_notfound_sandwich wrap', '_notfound_rice paper', '_notfound_sushi', '_notfound_lettuce', '_notfound_wrap']	{'#bbox': 1, '#occlusion': 1}
2341334	2027039	vessel.n.03	http://object-naming-amore.upf.edu//2341334_2027039_supercat_ambiguous.png	[]	['plate/0.13', 'cake/0.08', 'dish/0.14']	{'#bbox': 2}
2381758	1334222	hotel.n.01	http://object-naming-amore.upf.edu//2381758_1334222_singleton_obj.png	[]	['sign/0.07']	{'#occlusion': 1}
2389676	503351	furnishing.n.02	http://object-naming-amore.upf.edu//2389676_503351_seed_ambiguous.png	['cabinets']	['cabinet/0.15', 'table/0.06', 'counter/0.06']	{}
2393444	1219848	fish.n.01	http://object-naming-amore.upf.edu//2393444_1219848_supercat_unique.png	[]	['lemon/0.19', 'toast/0.04', '_notfound_breakfast, fruit, pastry']	{'#occlusion': 2, "#other_I can't tell what the food is: fish or bread?": 1}
2354071	841183	foodstuff.n.02	http://object-naming-amore.upf.edu//2354071_841183_supercat_ambiguous.png	['toppings']	['_notfound_olive', '_notfound_pizza', '_notfound_toppings', '_notfound_food']	{}
2350180	869651	furnishing.n.02	http://object-naming-amore.upf.edu//2350180_869651_singleton_obj.png	['curtains', 'drapes']	['curtain/0.04', 'curtains/0.19']	{'#occlusion': 1}
4602	1560876	house.n.01	http://object-naming-amore.upf.edu//4602_1560876_singleton_obj.png	[]	[]	{'#occlusion': 1, '#bbox': 3}
2416608	3363935	furnishing.n.02	http://object-naming-amore.upf.edu//2416608_3363935_singleton_obj.png	[]	[]	{'#occlusion': 1, '#bbox': 1}
2376325	3686010	foodstuff.n.02	http://object-naming-amore.upf.edu//2376325_3686010_supercat_ambiguous.png	['pizza toppings', 'toppings']	['_notfound_pizza', '_notfound_pizza toppings', '_notfound_cheese']	{}
2321679	3307777	furnishing.n.02	http://object-naming-amore.upf.edu//2321679_3307777_supercat_unique.png	[]	['chair/0.02', 'shirt/-0.01', 'seat/0.03', 'uniform/0.12']	{'#occlusion': 1, '#bbox': 2}
2388210	509356	furnishing.n.02	http://object-naming-amore.upf.edu//2388210_509356_singleton_obj.png	[]	['sink/0.02', 'counter/0.06']	{'#occlusion': 1, '#other_There are many things in the box.': 1, '#bbox': 3}
2373180	2333161	robe.n.01	http://object-naming-amore.upf.edu//2373180_2333161_singleton_obj.png	[]	[]	{'#bbox': 2}
2394323	1212487	kitchen_utensil.n.01	http://object-naming-amore.upf.edu//2394323_1212487_supercat_ambiguous.png	[]	['_notfound_cake', '_notfound_pie', '_notfound_plate', '_notfound_tray']	{'#occlusion': 4, '#bbox': 1}
2390219	3828160	furnishing.n.02	http://object-naming-amore.upf.edu//2390219_3828160_supercat_unique.png	[]	['cat/0.01']	{'#bbox': 4, '#occlusion': 2}
2344774	2700104	furnishing.n.02	http://object-naming-amore.upf.edu//2344774_2700104_supercat_unique.png	[]	['controller/-0.04']	{'#occlusion': 1, '#bbox': 5}
2096	1546884	furnishing.n.02	http://object-naming-amore.upf.edu//2096_1546884_singleton_obj.png	['cabinets']	['cabinet/0.15', 'washer/0.14', 'counter/0.06']	{}
2369810	1867909	furnishing.n.02	http://object-naming-amore.upf.edu//2369810_1867909_singleton_obj.png	[]	['cake/0.04', 'table/0.06']	{'#occlusion': 1}
2400877	1154037	child.n.01	http://object-naming-amore.upf.edu//2400877_1154037_supercat_unique.png	[]	['cake/0.09']	{'#occlusion': 1}
2342473	933742	restaurant.n.01	http://object-naming-amore.upf.edu//2342473_933742_singleton_obj.png	[]	['chair/0.05']	{'#occlusion': 1, '#bbox': 1}
2365264	2289677	furnishing.n.02	http://object-naming-amore.upf.edu//2365264_2289677_singleton_obj.png	['cabinets', 'cupboards']	['counter/0.06', 'vanity/0.15']	{'#occlusion': 1}
2344107	2791892	furnishing.n.02	http://object-naming-amore.upf.edu//2344107_2791892_singleton_obj.png	[]	['stove/0.20', 'oven/0.11']	{'#bbox': 3}
2353672	2453174	furnishing.n.02	http://object-naming-amore.upf.edu//2353672_2453174_singleton_obj.png	[]	['desk/0.08']	{'#occlusion': 1}
2375612	721582	dog.n.01	http://object-naming-amore.upf.edu//2375612_721582_singleton_obj.png	[]	['bush/0.20']	{'#occlusion': 2}
2357727	3037329	shelter.n.01	http://object-naming-amore.upf.edu//2357727_3037329_singleton_obj.png	[]	['boy/0.09', 'bat/0.11', 'dugout/0.12', '_notfound_dugoout']	{'#bbox': 1}
2317744	3363914	woman.n.01	http://object-naming-amore.upf.edu//2317744_3363914_singleton_obj.png	[]	['_notfound_frisbee']	{'#occlusion': 1}
2345205	3382179	bird.n.01	http://object-naming-amore.upf.edu//2345205_3382179_singleton_obj.png	['birds']	['_notfound_seagull']	{}
2328709	2867960	baked_goods.n.01	http://object-naming-amore.upf.edu//2328709_2867960_seed_ambiguous.png	[]	['_notfound_hotdog', '_notfound_hot dog', '_notfound_bun']	{'#bbox': 3}
2320401	1049995	dress.n.01	http://object-naming-amore.upf.edu//2320401_1049995_singleton_obj.png	[]	['_notfound_deass']	{'#occlusion': 1}
2334063	2928749	furnishing.n.02	http://object-naming-amore.upf.edu//2334063_2928749_singleton_obj.png	[]	['sign/0.06', 'bench/0.06']	{'#other_Sign? Fence? Not quite sure what that is': 1}
2334601	3715915	shelter.n.01	http://object-naming-amore.upf.edu//2334601_3715915_supercat_unique.png	[]	['bat/0.11', 'dugout/0.12']	{'#occlusion': 1, '#bbox': 1}
2408709	256469	shirt.n.01	http://object-naming-amore.upf.edu//2408709_256469_supercat_unique.png	[]	[]	{'#occlusion': 1}
2344898	912191	furnishing.n.02	http://object-naming-amore.upf.edu//2344898_912191_seed_ambiguous.png	[]	['couch/0.10']	{'#bbox': 1}
2407483	278655	foodstuff.n.02	http://object-naming-amore.upf.edu//2407483_278655_singleton_obj.png	[]	['_notfound_rice pilaf', '_notfound_broccoli', '_notfound_rice']	{'#occlusion': 1}
2339590	3237467	overgarment.n.01	http://object-naming-amore.upf.edu//2339590_3237467_singleton_obj.png	[]	['_notfound_sweater', '_notfound_phone', '_notfound_jacket']	{'#occlusion': 1}
713004	1577513	male_child.n.01	http://object-naming-amore.upf.edu//713004_1577513_singleton_obj.png	['shoes']	['_notfound_boy', '_notfound_shoes', '_notfound_skateboarder', '_notfound_skater', '_notfound_kid']	{}
107962	1566209	feline.n.01	http://object-naming-amore.upf.edu//107962_1566209_singleton_obj.png	[]	[]	{'#occlusion': 1}
2406872	2153405	man.n.01	http://object-naming-amore.upf.edu//2406872_2153405_supercat_ambiguous.png	[]	['hat/0.12']	{'#bbox': 1}
2317629	1018995	car.n.01	http://object-naming-amore.upf.edu//2317629_1018995_singleton_obj.png	[]	[]	{'#occlusion': 1}
2349635	2103145	boat.n.01	http://object-naming-amore.upf.edu//2349635_2103145_singleton_obj.png	[]	[]	{'#bbox': 6}
2336728	3923659	furnishing.n.02	http://object-naming-amore.upf.edu//2336728_3923659_singleton_obj.png	[]	['mouse/-0.02', 'desk/0.08']	{'#occlusion': 1, '#bbox': 1}
498132	1039351	furnishing.n.02	http://object-naming-amore.upf.edu//498132_1039351_singleton_obj.png	[]	['bench/0.06', '_notfound_bech']	{'#bbox': 3}
2316743	3242631	house.n.01	http://object-naming-amore.upf.edu//2316743_3242631_singleton_obj.png	[]	['_notfound_clock tower']	{'#bbox': 1}
2386116	519771	furnishing.n.02	http://object-naming-amore.upf.edu//2386116_519771_singleton_obj.png	[]	['dog/-0.00']	{'#occlusion': 1, '#bbox': 1}
2343177	926582	train.n.01	http://object-naming-amore.upf.edu//2343177_926582_singleton_obj.png	[]	[]	{'#occlusion': 1}
2347919	1745727	furnishing.n.02	http://object-naming-amore.upf.edu//2347919_1745727_singleton_obj.png	['construction materials', 'materials']	['table/0.06', 'counter/0.06', '_notfound_construction materials', '_notfound_countertop']	{'#bbox': 1}
2410052	227198	shelter.n.01	http://object-naming-amore.upf.edu//2410052_227198_supercat_unique.png	[]	['ball/0.05', 'boy/0.09', '_notfound_dug out', 'dugout/0.12', 'bench/0.05', 'fence/0.16']	{'#bbox': 1}
2344508	1043455	furnishing.n.02	http://object-naming-amore.upf.edu//2344508_1043455_supercat_unique.png	[]	['cup/0.01', 'table/0.06', 'desk/0.08']	{'#bbox': 1}
2388332	674052	shelter.n.01	http://object-naming-amore.upf.edu//2388332_674052_singleton_obj.png	[]	['bat/0.11', 'dugout/0.12', 'bench/0.05']	{'#bbox': 1}
2326193	983117	car.n.01	http://object-naming-amore.upf.edu//2326193_983117_singleton_obj.png	[]	['cow/0.18']	{'#other_could be car, or cow. :)': 1}
2359224	1720984	shirt.n.01	http://object-naming-amore.upf.edu//2359224_1720984_singleton_obj.png	['hands']	['pizza/0.19']	{}
2354884	1890122	baked_goods.n.01	http://object-naming-amore.upf.edu//2354884_1890122_singleton_obj.png	[]	['_notfound_cake']	{'#bbox': 1}
2390490	496795	shelter.n.01	http://object-naming-amore.upf.edu//2390490_496795_supercat_unique.png	[]	['_notfound_giraffe', '_notfound_pavillion', 'overhang/0.15']	{'#occlusion': 2}
2343598	921868	shirt.n.01	http://object-naming-amore.upf.edu//2343598_921868_seed_ambiguous.png	[]	['_notfound_hot dog', '_notfound_t-shirt']	{'#occlusion': 1}
2389565	1259443	furnishing.n.02	http://object-naming-amore.upf.edu//2389565_1259443_supercat_unique.png	[]	['couch/0.10']	{'#occlusion': 1}
2406713	291381	furnishing.n.02	http://object-naming-amore.upf.edu//2406713_291381_singleton_obj.png	[]	['_notfound_mattress']	{'#bbox': 2}
2409382	242894	furnishing.n.02	http://object-naming-amore.upf.edu//2409382_242894_singleton_obj.png	[]	['desk/0.08', 'keyboard/0.01']	{'#occlusion': 1, '#bbox': 5}
2345899	2944677	foodstuff.n.02	http://object-naming-amore.upf.edu//2345899_2944677_singleton_obj.png	['beans']	['_notfound_food', '_notfound_beans', '_notfound_dessert']	{'#occlusion': 1, '#bbox': 1}
2380417	1346901	shelter.n.01	http://object-naming-amore.upf.edu//2380417_1346901_supercat_unique.png	[]	['dugout/0.12', 'bench/0.05', 'uniform/0.06']	{'#occlusion': 1}
2340994	3351358	overgarment.n.01	http://object-naming-amore.upf.edu//2340994_3351358_singleton_obj.png	[]	['_notfound_coat', '_notfound_person', '_notfound_overcoat', '_notfound_dress']	{'#occlusion': 2}
2341534	2369343	ungulate.n.01	http://object-naming-amore.upf.edu//2341534_2369343_seed_ambiguous.png	['giraffes']	['_notfound_giraffe', '_notfound_giraffes']	{}
2410958	1084293	furnishing.n.02	http://object-naming-amore.upf.edu//2410958_1084293_singleton_obj.png	['beds']	[]	{}
2376356	2327915	furnishing.n.02	http://object-naming-amore.upf.edu//2376356_2327915_singleton_obj.png	[]	['book/0.07', 'bookshelf/0.15']	{'#bbox': 4, '#occlusion': 1, '#other_bounding box is generalized... maybe bookcase?': 1}
2372837	3731034	boat.n.01	http://object-naming-amore.upf.edu//2372837_3731034_singleton_obj.png	[]	[]	{'#occlusion': 2, '#bbox': 3}
2360806	785807	woman.n.01	http://object-naming-amore.upf.edu//2360806_785807_singleton_obj.png	['legs', 'socks']	['legs/0.16', 'socks/0.10', 'tire/0.07']	{}
2408042	269388	house.n.01	http://object-naming-amore.upf.edu//2408042_269388_supercat_unique.png	[]	['hat/0.13', 'man/0.20', 'kid/0.12']	{'#bbox': 4}
2358717	1717945	housing.n.01	http://object-naming-amore.upf.edu//2358717_1717945_singleton_obj.png	['stairs']	['stairs/0.09']	{}
2345214	2582260	neckwear.n.01	http://object-naming-amore.upf.edu//2345214_2582260_supercat_ambiguous.png	[]	['_notfound_girl', '_notfound_tie']	{'#bbox': 1, '#occlusion': 1}
2353301	847417	furnishing.n.02	http://object-naming-amore.upf.edu//2353301_847417_seed_ambiguous.png	[]	['girl/0.03', 'chair/0.02', 'floor/0.19']	{'#occlusion': 1}
2401166	401981	furnishing.n.02	http://object-naming-amore.upf.edu//2401166_401981_supercat_unique.png	['pants']	['_notfound_wheelchair', 'man/0.03', 'pants/0.07']	{}
2391195	1242942	furnishing.n.02	http://object-naming-amore.upf.edu//2391195_1242942_singleton_obj.png	[]	['toilet/0.16', 'floor/0.19']	{'#occlusion': 1}
2355429	1932078	dress.n.01	http://object-naming-amore.upf.edu//2355429_1932078_supercat_ambiguous.png	[]	['_notfound_toohbrush']	{'#occlusion': 6}
2410465	216857	furnishing.n.02	http://object-naming-amore.upf.edu//2410465_216857_supercat_unique.png	[]	['bottle/0.03', 'woman/0.06', 'shirt/-0.01']	{'#bbox': 1}
2360623	2664149	car.n.01	http://object-naming-amore.upf.edu//2360623_2664149_singleton_obj.png	['cars']	[]	{}
2364515	3738161	woman.n.01	http://object-naming-amore.upf.edu//2364515_3738161_supercat_ambiguous.png	[]	[]	{'#bbox': 1}
2366527	754063	furnishing.n.02	http://object-naming-amore.upf.edu//2366527_754063_seed_ambiguous.png	['curtains', 'flowers']	['flower/0.15', 'plant/0.05', 'curtain/0.04', 'curtains/0.19', 'flowers/0.11']	{}
2342939	2410706	man.n.01	http://object-naming-amore.upf.edu//2342939_2410706_supercat_unique.png	[]	['watch/0.05']	{'#occlusion': 1}
2417158	1057523	furnishing.n.02	http://object-naming-amore.upf.edu//2417158_1057523_singleton_obj.png	[]	['keyboard/0.01', 'desk/0.08', '_notfound_tabletop']	{'#occlusion': 1}
2364351	2142707	aircraft.n.01	http://object-naming-amore.upf.edu//2364351_2142707_singleton_obj.png	[]	[]	{'#bbox': 2}
2395809	2487569	restaurant.n.01	http://object-naming-amore.upf.edu//2395809_2487569_supercat_unique.png	[]	[]	{'#bbox': 1, '#occlusion': 3}
2356153	823003	furnishing.n.02	http://object-naming-amore.upf.edu//2356153_823003_supercat_unique.png	[]	['dog/-0.00', 'bench/0.06', '_notfound_picnic table']	{'#occlusion': 2, '#bbox': 1}
2407564	277417	dish.n.02	http://object-naming-amore.upf.edu//2407564_277417_singleton_obj.png	[]	[]	{'#bbox': 1}
2411746	211326	shirt.n.01	http://object-naming-amore.upf.edu//2411746_211326_supercat_unique.png	[]	[]	{'#bbox': 2}
2317570	1019619	furnishing.n.02	http://object-naming-amore.upf.edu//2317570_1019619_supercat_unique.png	[]	['desk/0.08', 'tail/-0.11', 'table/0.06']	{'#occlusion': 1}
2356868	2015003	kitchen_utensil.n.01	http://object-naming-amore.upf.edu//2356868_2015003_seed_ambiguous.png	['tongs']	['_notfound_tongs', '_notfound_sandwich press', '_notfound_garlic press', '_notfound_utensil']	{'#other_I have no idea what this is... mini pancake maker?': 1, '#bbox': 2}
2377372	1797916	bird.n.01	http://object-naming-amore.upf.edu//2377372_1797916_singleton_obj.png	['spectators']	['crowd/0.09', 'stands/0.07', 'spectators/0.14']	{'#occlusion': 1, '#bbox': 3}
2401193	1150534	furnishing.n.02	http://object-naming-amore.upf.edu//2401193_1150534_singleton_obj.png	['sheets']	['sheets/0.17', 'blanket/0.12']	{'#bbox': 2}
2410579	214296	woman.n.01	http://object-naming-amore.upf.edu//2410579_214296_singleton_obj.png	['shoes']	['shoes/0.10', '_notfound_tennis player']	{}
3163	1651096	truck.n.01	http://object-naming-amore.upf.edu//3163_1651096_singleton_obj.png	[]	[]	{'#occlusion': 1}
2333656	3445110	furnishing.n.02	http://object-naming-amore.upf.edu//2333656_3445110_singleton_obj.png	[]	['sink/0.02', 'counter/0.06', '_notfound_countertop']	{'#occlusion': 1, '#bbox': 1}
2323312	3433647	shirt.n.01	http://object-naming-amore.upf.edu//2323312_3433647_singleton_obj.png	[]	['watch/0.12']	{'#occlusion': 1}
2386404	682325	furnishing.n.02	http://object-naming-amore.upf.edu//2386404_682325_singleton_obj.png	[]	['bench/0.06']	{'#bbox': 2}
2403710	350410	woman.n.01	http://object-naming-amore.upf.edu//2403710_350410_singleton_obj.png	[]	['_notfound_swimmer']	{'#bbox': 2}
2394132	466872	boat.n.01	http://object-naming-amore.upf.edu//2394132_466872_seed_ambiguous.png	[]	['man/0.14', '_notfound_kayak', '_notfound_life jacket']	{'#bbox': 1}
2332560	2946319	vessel.n.03	http://object-naming-amore.upf.edu//2332560_2946319_singleton_obj.png	[]	['broccoli/-0.00', 'dish/0.14', 'bowl/0.06', 'pot/0.09']	{'#occlusion': 1}
2337324	958145	car.n.01	http://object-naming-amore.upf.edu//2337324_958145_singleton_obj.png	[]	['_notfound_dor']	{'#occlusion': 1}
2364720	1779527	vegetable.n.01	http://object-naming-amore.upf.edu//2364720_1779527_singleton_obj.png	['potatoes', 'vegetables']	[]	{'#bbox': 2, '#bbox_multiple objects': 1}
2320806	3123629	furnishing.n.02	http://object-naming-amore.upf.edu//2320806_3123629_singleton_obj.png	[]	['cat/0.01', 'couch/0.10', '_notfound_loveseat']	{'#occlusion': 1}
2389979	1255193	motorcycle.n.01	http://object-naming-amore.upf.edu//2389979_1255193_singleton_obj.png	[]	['_notfound_motorcycle']	{'#occlusion': 1}
2395473	454230	dog.n.01	http://object-naming-amore.upf.edu//2395473_454230_supercat_unique.png	[]	['_notfound_dog bed']	{'#bbox': 1}
2400827	1154569	dish.n.02	http://object-naming-amore.upf.edu//2400827_1154569_supercat_unique.png	[]	['_notfound_baking sheet']	{'#occlusion': 1}
2397795	1186388	furnishing.n.02	http://object-naming-amore.upf.edu//2397795_1186388_seed_ambiguous.png	[]	['cane/0.03', 'chair/0.02']	{'#occlusion': 1}
2352165	3784415	horse.n.01	http://object-naming-amore.upf.edu//2352165_3784415_singleton_obj.png	[]	[]	{'#occlusion': 1}
2343861	3695579	man.n.01	http://object-naming-amore.upf.edu//2343861_3695579_seed_ambiguous.png	[]	['tie/0.09']	{'#occlusion': 1}
2368638	2245454	furnishing.n.02	http://object-naming-amore.upf.edu//2368638_2245454_singleton_obj.png	['cabinets']	['cabinet/0.15']	{'#bbox': 1, '#occlusion': 1}
2393634	471057	bridge.n.01	http://object-naming-amore.upf.edu//2393634_471057_supercat_unique.png	[]	[]	{'#occlusion': 2, '#other_I think it is an elevated train track but I am not sure.': 1}
2407694	275139	furnishing.n.02	http://object-naming-amore.upf.edu//2407694_275139_supercat_unique.png	[]	['counter/0.06', '_notfound_countertop']	{'#occlusion': 1, '#bbox': 1}
2373203	2174925	shirt.n.01	http://object-naming-amore.upf.edu//2373203_2174925_supercat_unique.png	[]	['pizza/0.19', 'woman/0.16']	{'#bbox': 2}
4925	1564650	furnishing.n.02	http://object-naming-amore.upf.edu//4925_1564650_seed_ambiguous.png	[]	['chair/0.02', 'bench/0.06', 'counter/0.06', 'island/0.02', 'bar/0.05']	{'#bbox': 1}
2412620	190448	shirt.n.01	http://object-naming-amore.upf.edu//2412620_190448_singleton_obj.png	['hands']	[]	{}
2364413	2234651	lamp.n.01	http://object-naming-amore.upf.edu//2364413_2234651_supercat_ambiguous.png	[]	['_notfound_compuet', '_notfound_laptop']	{'#bbox': 3}
2388058	1270802	shirt.n.01	http://object-naming-amore.upf.edu//2388058_1270802_supercat_unique.png	[]	['_notfound_laptop']	{'#bbox': 1}
2321134	1048571	dish.n.02	http://object-naming-amore.upf.edu//2321134_1048571_singleton_obj.png	['carrots']	[]	{'#bbox': 3}
2364534	2578011	furnishing.n.02	http://object-naming-amore.upf.edu//2364534_2578011_singleton_obj.png	['computers']	['desk/0.08', 'table/0.06', 'computers/0.19']	{'#occlusion': 1, '#bbox': 2}
2408057	269105	furnishing.n.02	http://object-naming-amore.upf.edu//2408057_269105_singleton_obj.png	['donuts']	['_notfound_donut', '_notfound_dougnut', '_notfound_donuts']	{'#occlusion': 2, '#bbox': 1}
2367243	1754600	shirt.n.01	http://object-naming-amore.upf.edu//2367243_1754600_singleton_obj.png	[]	['_notfound_doughnut', '_notfound_donut']	{'#occlusion': 1, '#bbox': 1}
2380973	708227	creator.n.02	http://object-naming-amore.upf.edu//2380973_708227_supercat_unique.png	[]	['man/0.08', '_notfound_cameraman', 'person/0.13', 'shirt/0.13']	{'#occlusion': 1}
2404019	346997	furnishing.n.02	http://object-naming-amore.upf.edu//2404019_346997_supercat_unique.png	['legs']	['table/0.06', 'legs/-0.03']	{'#bbox': 3, '#occlusion': 1}
2394178	1213637	furnishing.n.02	http://object-naming-amore.upf.edu//2394178_1213637_supercat_unique.png	[]	['cushion/0.07', 'pillow/0.13', 'cat/0.01']	{'#occlusion': 1, '#bbox': 1}
2360765	786098	furnishing.n.02	http://object-naming-amore.upf.edu//2360765_786098_seed_ambiguous.png	['legs']	['floor/0.19', 'legs/-0.03']	{'#bbox': 5, '#occlusion': 2}
2351855	857737	horse.n.01	http://object-naming-amore.upf.edu//2351855_857737_supercat_unique.png	[]	[]	{'#occlusion': 1}
2407698	275089	kitchen_utensil.n.01	http://object-naming-amore.upf.edu//2407698_275089_supercat_ambiguous.png	['vegetables']	['_notfound_pot', '_notfound_bowl', '_notfound_vegetables']	{}
2354101	2531050	vessel.n.03	http://object-naming-amore.upf.edu//2354101_2531050_supercat_ambiguous.png	[]	['plate/0.13', 'bowl/0.06', 'dish/0.14']	{'#occlusion': 1}
2334362	3004234	furnishing.n.02	http://object-naming-amore.upf.edu//2334362_3004234_supercat_unique.png	[]	['desk/0.08', '_notfound_laptop']	{'#occlusion': 1}
2384184	692456	ungulate.n.01	http://object-naming-amore.upf.edu//2384184_692456_singleton_obj.png	[]	['_notfound_giraffe']	{'#bbox': 2}
2392893	1224947	furnishing.n.02	http://object-naming-amore.upf.edu//2392893_1224947_singleton_obj.png	[]	['rug/0.18', 'floor/0.19']	{'#occlusion': 1}
2386772	1282641	furnishing.n.02	http://object-naming-amore.upf.edu//2386772_1282641_seed_ambiguous.png	['curtains']	['curtain/0.04', 'curtains/0.19', 'arch/0.07']	{'#occlusion': 1}
2372985	2282991	furnishing.n.02	http://object-naming-amore.upf.edu//2372985_2282991_supercat_unique.png	[]	['floor/0.19', 'chair/0.02']	{'#occlusion': 1, '#bbox': 1}
2396293	445967	motorcycle.n.01	http://object-naming-amore.upf.edu//2396293_445967_singleton_obj.png	[]	['_notfound_motorcycle']	{'#occlusion': 1}
2351423	2456713	furnishing.n.02	http://object-naming-amore.upf.edu//2351423_2456713_singleton_obj.png	[]	['table/0.06', 'counter/0.06', 'banana/-0.04']	{'#occlusion': 3}
2361619	2352057	furnishing.n.02	http://object-naming-amore.upf.edu//2361619_2352057_singleton_obj.png	[]	['_notfound_motorcycle', 'table/0.06']	{'#bbox': 5, '#occlusion': 2}
2371785	2506819	kitchen_utensil.n.01	http://object-naming-amore.upf.edu//2371785_2506819_supercat_ambiguous.png	[]	['_notfound_blender', '_notfound_glass', '_notfound_personal blender']	{'#other_I have no idea what this is': 1, '#occlusion': 1}
2335053	3672134	woman.n.01	http://object-naming-amore.upf.edu//2335053_3672134_singleton_obj.png	[]	['uniform/0.06']	{'#occlusion': 1}
2352271	2622917	furnishing.n.02	http://object-naming-amore.upf.edu//2352271_2622917_seed_ambiguous.png	[]	['controller/-0.04', 'floor/0.19', 'rug/0.18', 'arm/-0.01']	{'#occlusion': 1}
2341321	943874	shirt.n.01	http://object-naming-amore.upf.edu//2341321_943874_singleton_obj.png	[]	['_notfound_chef jacket']	{'#bbox': 1, '#occlusion': 1}
2338055	3703577	furnishing.n.02	http://object-naming-amore.upf.edu//2338055_3703577_singleton_obj.png	[]	['floor/0.19', 'table/0.06']	{'#occlusion': 1, "#other_is this a table? just the floor? carpet? can't really tell": 1}
2391713	486858	furnishing.n.02	http://object-naming-amore.upf.edu//2391713_486858_singleton_obj.png	['curtains', 'flowers']	['flower/0.15', 'curtain/0.04', 'curtains/0.19', 'flowers/0.11']	{'#occlusion': 1, '#bbox': 1}
2400212	1161595	furnishing.n.02	http://object-naming-amore.upf.edu//2400212_1161595_singleton_obj.png	[]	['floor/0.19']	{'#occlusion': 1}
2402171	392145	vegetable.n.01	http://object-naming-amore.upf.edu//2402171_392145_singleton_obj.png	['greens']	['_notfound_lettuce', '_notfound_lettace', 'leaves/0.20']	{'#occlusion': 1}
